Matricule	Qualite	Nom usuel	Prenom usuel	Etat Senateur	Identifiant mandat	Date d'election	Date de debut de mandat	Annee de debut de mandat	Motif debut de mandat	Date de fin de mandat	Annee de fin de mandat	Motif fin de mandat	Commentaire
000694	M.	Peschaud	Hector	ANCIEN	5640	26/04/1959	28/04/1959		Renouvellement 3	01/10/1962		Fin de mandat	
000694	M.	Peschaud	Hector	ANCIEN	5641	23/09/1962	02/10/1962		Renouvellement 4	19/09/1968		Décédé	
000739	M.	Petit	Ernest	ANCIEN	5645		08/06/1958		Renouvellement 2	27/04/1959		Fin de mandat	
000739	M.	Petit	Ernest	ANCIEN	5646		28/04/1959		Renouvellement 3	01/10/1968		Ne se représente pas	
000138	M.	Petit	Guy	ANCIEN	3603	26/04/1959	28/04/1959		Election	01/10/1965		Fin de mandat	
000138	M.	Petit	Guy	ANCIEN	3604	26/09/1965	02/10/1965		Renouvellement 1	01/10/1974		Fin de mandat	
000138	M.	Petit	Guy	ANCIEN	3605	22/09/1974	02/10/1974		Renouvellement 2	02/10/1983		Ne se représente pas	
000434	M.	Petit	Pierre	ANCIEN	3608	22/09/1974	02/10/1974		Election	21/12/1977		Décédé	
59241G	M.	Peyou	Hubert	ANCIEN	3610	22/09/1974	02/10/1974		Election	02/10/1983		Fin de mandat	
59241G	M.	Peyou	Hubert	ANCIEN	3611	25/09/1983	03/10/1983		Renouvellement	01/10/1992		Non réélu	
80033C	M.	Peyrafitte	Jean	ANCIEN	460	28/09/1980	02/10/1980		Election	01/10/1989		Fin de mandat	
80033C	M.	Peyrafitte	Jean	ANCIEN	461	24/09/1989	02/10/1989		Renouvellement 1	30/09/1998		Ne se représente pas	
98040R	M.	Peyrat	Jacques	ANCIEN	5163	27/09/1998	01/10/1998		Election	30/09/2008		Ne se représente pas	
95054K	M.	Peyrefitte	Alain	ANCIEN	462	24/09/1995	02/10/1995		Election	27/11/1999	1999	Décédé	
95055L	M.	Peyronnet	Jean-Claude	ANCIEN	463	24/09/1995	02/10/1995		Election	30/09/2004		Fin de mandat	
95055L	M.	Peyronnet	Jean-Claude	ANCIEN	10779	26/09/2004	01/10/2004		Renouvellement 1	30/09/2014		Ne se représente pas	
89036U	M.	Philibert	Louis	ANCIEN	464	24/09/1989	02/10/1989		Election	30/09/1998		Ne se représente pas	
000023	M.	Philippon	Gustave	ANCIEN	3613	26/04/1959	28/04/1959		Election	01/10/1968		Non réélu	
000030	M.	Piales	Paul	ANCIEN	3617		19/06/1955		Renouvellement 1	27/04/1959		Fin de mandat	
000030	M.	Piales	Paul	ANCIEN	3618	26/04/1959	28/04/1959		Renouvellement 2	01/10/1962		Fin de mandat	
000030	M.	Piales	Paul	ANCIEN	3619	23/09/1962	02/10/1962		Renouvellement 3	01/10/1971		Ne se représente pas	
59554W	M.	Piat	Robert	ANCIEN	3622		24/02/1992		Remplace	24/09/1995		Ne se représente pas	En remplacement de M.Paul Séramy, décédé.
000307	M.	Pic	Maurice	ANCIEN	3627	26/09/1971	02/10/1971		Election	01/10/1980		Fin de mandat	
000307	M.	Pic	Maurice	ANCIEN	3628	28/09/1980	02/10/1980		Renouvellement	01/10/1989		Ne se représente pas	
000747	M.	Picard	André	ANCIEN	5649	23/09/1962	02/10/1962		Election	01/10/1971		Fin de mandat	
000747	M.	Picard	André	ANCIEN	5650	26/09/1971	02/10/1971		Renouvellement	05/07/1979		Décédé	
98015Q	M.	Picheral	Jean-François	ANCIEN	5060	27/09/1998	01/10/1998		Election	30/09/2008		Ne se représente pas	
19533U	M.	Piednoir	Stéphane	ACTIF	51108	24/09/2017	02/10/2017		Election			En Cours	
04088S	M.	Pierre	Jackie	ACTIF	10994	26/09/2004	01/10/2004		Election	30/09/2014		Fin de mandat	
04088S	M.	Pierre	Jackie	ACTIF	14274	28/09/2014	01/10/2014		Renouvellement			En Cours	
09010Q	M.	Pignard	Jean-Jacques	ANCIEN	11970		24/07/2009		Remplace	16/06/2012		Reprise mandat d'ancien membre du Gvt	En remplacement de M. Michel Mercier, nommé membre du Gouvernement
09010Q	M.	Pignard	Jean-Jacques	ANCIEN	13755		22/04/2014		Remplace	30/09/2014		Ne se représente pas	en remplacement de M. Michel Mercier, démissionnaire
07034Q	M.	Pillet	François	ANCIEN	11306		17/12/2007		Remplace	30/09/2008		Fin de mandat	En remplacement de Serge Vinçon, décédé
07034Q	M.	Pillet	François	ANCIEN	11701	21/09/2008	01/10/2008		Renouvellement 1	30/09/2014		Fin de mandat	
07034Q	M.	Pillet	François	ANCIEN	14042	28/09/2014	01/10/2014		Renouvellement	03/03/2019		Nommé membre CC	
58341F	M.	Pillet	Paul	ANCIEN	3631	22/09/1974	02/10/1974		Election	02/10/1983		Ne se représente pas	
000730	M.	Pinchard	Raymond	ANCIEN	5653		08/06/1958		Renouvellement 1	27/04/1959		Fin de mandat	
000730	M.	Pinchard	Raymond	ANCIEN	5654	26/04/1959	28/04/1959		Renouvellement 2	22/08/1961		Décédé	
000143	M.	Pinsard	Jules	ANCIEN	3635		08/06/1958		Renouvellement 2	27/04/1959		Fin de mandat	
000143	M.	Pinsard	Jules	ANCIEN	3636	26/04/1959	28/04/1959		Renouvellement 3	01/10/1968		Fin de mandat	
000143	M.	Pinsard	Jules	ANCIEN	3637	22/09/1968	02/10/1968		Renouvellement	02/10/1977		Ne se représente pas	
000514	M.	Pintat	Jean-François	ANCIEN	3640	26/09/1971	02/10/1971		Election	01/10/1980		Fin de mandat	
000514	M.	Pintat	Jean-François	ANCIEN	3641	28/09/1980	02/10/1980		Renouvellement	01/10/1989		Fin de mandat	
000514	M.	Pintat	Jean-François	ANCIEN	3642	24/09/1989	02/10/1989		Renouvellement 2	14/06/1990		Décédé	
98021N	M.	Pintat	Xavier	ANCIEN	5080	27/09/1998	01/10/1998		Election	30/09/2008		Fin de mandat	
98021N	M.	Pintat	Xavier	ANCIEN	11558	21/09/2008	01/10/2008		Renouvellement 1	30/09/2014		Fin de mandat	
98021N	M.	Pintat	Xavier	ANCIEN	14214	28/09/2014	01/10/2014		Renouvellement 2	30/09/2017		Démissionnaire	
000052	M.	Pinton	Auguste	ANCIEN	3647		08/06/1958		Renouvellement 3	27/04/1959		Fin de mandat	
000052	M.	Pinton	Auguste	ANCIEN	3648	26/04/1959	28/04/1959		Renouvellement	01/10/1968		Fin de mandat	
000052	M.	Pinton	Auguste	ANCIEN	3649	22/09/1968	02/10/1968		Renouvellement	02/10/1977		Ne se représente pas	
07032N	M.	Pinton	Louis	ANCIEN	11293		22/11/2007		Remplace	30/09/2008		Fin de mandat	En remplacement de Daniel Bernardet, décédé
07032N	M.	Pinton	Louis	ANCIEN	11731	21/09/2008	01/10/2008		Renouvellement 1	30/09/2014		Fin de mandat	
07032N	M.	Pinton	Louis	ANCIEN	14050	28/09/2014	01/10/2014		Renouvellement	17/11/2016		Décédé	
000543	M.	Piot	Jacques	ANCIEN	3652	22/09/1968	02/10/1968		Election	11/03/1973		Élu député	
96006F	M.	Piras	Bernard	ANCIEN	465		04/09/1996		Remplace	30/09/1998		Fin de mandat	En remplacement de Gérard Gaud, décédé
96006F	M.	Piras	Bernard	ANCIEN	5182	27/09/1998	01/10/1998		Renouvellement 1	30/09/2008		Fin de mandat	
96006F	M.	Piras	Bernard	ANCIEN	11761	21/09/2008	01/10/2008		Renouvellement 2	30/09/2014		Ne se représente pas	
57321W	M.	Pisani	Edgard	ANCIEN	3656		19/06/1955		Renouvellement 1	27/04/1959		Fin de mandat	
57321W	M.	Pisani	Edgard	ANCIEN	3657	26/04/1959	28/04/1959		Renouvellement 2	24/09/1961		Membre Gouvernement	
57321W	M.	Pisani	Edgard	ANCIEN	3659	22/09/1974	02/10/1974		Election	26/05/1981		Démissionnaire	
11069T	M.	Placé	Jean-Vincent	ANCIEN	12591	25/09/2011	01/10/2011		Election	11/03/2016		Membre Gouvernement	
11069T	M.	Placé	Jean-Vincent	ANCIEN	22523		18/06/2017		Reprise suite à fin fon. membre Gvt	01/10/2017		Ne se représente pas	
000698	M.	Plait	André	ANCIEN	5659		08/06/1958		Renouvellement 3	27/04/1959		Fin de mandat	
000698	M.	Plait	André	ANCIEN	5660	26/04/1959	28/04/1959		Renouvellement 4	01/10/1968		Ne se représente pas	
98010K	M.	Plancade	Jean-Pierre	ANCIEN	5033	27/09/1998	01/10/1998		Election	30/09/2008		Fin de mandat	
98010K	M.	Plancade	Jean-Pierre	ANCIEN	11581	21/09/2008	01/10/2008		Renouvellement 1	30/09/2014		Ne se représente pas	
59619W	M.	Plantegenest	Marc	ANCIEN	3661	20/09/1981	20/09/1981		Remplace	01/10/1986		Ne se représente pas	En remplacement de M. Albert PEN, élu député.
95056M	M.	Plasait	Bernard	ANCIEN	466	24/09/1995	02/10/1995		Election	30/09/2004		Ne se représente pas	
96002B	M.	Ploton	Régis	ANCIEN	3663		25/01/1996		Remplace	02/02/1998		Décédé	En remplacement de M. Jean-Paul CHAMBRIARD décédé
83004K	M.	Pluchet	Alain	ANCIEN	467		06/05/1983		Remplace	01/10/1989		Fin de mandat	En remplacement de M. René TOMASINI, décédé
83004K	M.	Pluchet	Alain	ANCIEN	468	24/09/1989	02/10/1989		Renouvellement 1	30/09/1998		Ne se représente pas	
19319Q	M.	Poadja	Gérard	ACTIF	51061	24/09/2017	02/10/2017		Election			En Cours	
000211	M.	Poher	Alain	ANCIEN	3667		08/06/1958		Renouvellement 1	27/04/1959		Fin de mandat	
000211	M.	Poher	Alain	ANCIEN	3668	26/04/1959	28/04/1959		Renouvellement 2	01/10/1968		Fin de mandat	
000211	M.	Poher	Alain	ANCIEN	3669	22/09/1968	02/10/1968		Renouvellement 3	02/10/1977		Fin de mandat	
000211	M.	Poher	Alain	ANCIEN	3670	25/09/1977	03/10/1977		Renouvellement	01/10/1986		Fin de mandat	
000211	M.	Poher	Alain	ANCIEN	3671	28/09/1986	02/10/1986		Renouvellement	01/10/1995		Ne se représente pas	
13002U	M.	Poher	Hervé	ANCIEN	12913		01/03/2013		Remplace	01/10/2017		Ne se représente pas	en remplacement de Mme Odette Duriez, démissionnaire
000178	M.	Poignant	Fernand	ANCIEN	3674	22/09/1968	02/10/1968		Election	02/10/1977		Non réélu	
05012A	M.	Pointereau	Rémy	ACTIF	11168	18/09/2005	19/09/2005		Election	30/09/2008		Fin de mandat	
05012A	M.	Pointereau	Rémy	ACTIF	11483	21/09/2008	01/10/2008		Renouvellement 1	30/09/2014		Fin de mandat	
05012A	M.	Pointereau	Rémy	ACTIF	14043	28/09/2014	01/10/2014		Renouvellement			En Cours	
95057N	M.	Poirier	Jean-Marie	ANCIEN	469	24/09/1995	02/10/1995		Election	30/09/2004		Non réélu	
58916Y	M.	Poirier	Raymond	ANCIEN	3677	28/09/1980	02/10/1980		Election	01/10/1989		Non réélu	
92041R	M.	Poirieux	Guy	ANCIEN	470	27/09/1992	02/10/1992		Election	30/09/2001		Ne se représente pas	
77058M	M.	Poncelet	Christian	ANCIEN	471	25/09/1977	03/10/1977		Election	01/10/1986		Fin de mandat	
77058M	M.	Poncelet	Christian	ANCIEN	472	28/09/1986	02/10/1986		Renouvellement 1	01/10/1995		Fin de mandat	
77058M	M.	Poncelet	Christian	ANCIEN	473	24/09/1995	02/10/1995		Renouvellement 2	30/09/2004		Fin de mandat	
77058M	M.	Poncelet	Christian	ANCIEN	10774	26/09/2004	01/10/2004		Renouvellement 3	30/09/2014		Ne se représente pas	
98050T	M.	Poniatowski	Ladislas	ACTIF	5200	27/09/1998	01/10/1998		Election	30/09/2008	2002	Fin de mandat	
98050T	M.	Poniatowski	Ladislas	ACTIF	11484	21/09/2008	01/10/2008		Renouvellement 1	30/09/2014		Fin de mandat	
98050T	M.	Poniatowski	Ladislas	ACTIF	14251	28/09/2014	01/10/2014		Renouvellement 2			En Cours	
59556Y	M.	Poniatowski	Michel	ANCIEN	3682		10/01/1989		Remplace	01/10/1995		Ne se représente pas	En remplacement de M. Pierre SALVI, décédé.
000476	M.	Pontillon	Robert	ANCIEN	3688	25/09/1977	03/10/1977		Election	01/10/1986		Fin de mandat	
000476	M.	Pontillon	Robert	ANCIEN	3689	28/09/1986	02/10/1986		Renouvellement	20/03/1992		Décédé	
000141	M.	Poroi	Alfred	ANCIEN	3691	23/09/1962	02/10/1962		Election	01/10/1971		Ne se représente pas	
04074L	M.	Portelli	Hugues	ANCIEN	10928	26/09/2004	01/10/2004		Election	30/09/2011		Fin de mandat	
04074L	M.	Portelli	Hugues	ANCIEN	12682	25/09/2011	01/10/2011		Renouvellement 1	01/10/2017		Ne se représente pas	
000156	M.	Porteu De La Morandiere	Paul	ANCIEN	3694		23/07/1971		Remplace	01/10/1971		Non réélu	En remplacement de M. Roger Du Halgouet, décédé.
58917A	M.	Portier	Henri	ANCIEN	3697		02/11/1980		Remplace	01/10/1989		Non réélu	En remplacement de M. Roger GALLEY, démissionnaire.
000672	M.	Portmann	Georges	ANCIEN	5665		19/06/1955		Election	27/04/1959	1941	Fin de mandat	
000672	M.	Portmann	Georges	ANCIEN	5666	26/04/1959	28/04/1959		Renouvellement 1	01/10/1962	1941	Fin de mandat	
000672	M.	Portmann	Georges	ANCIEN	5667	23/09/1962	02/10/1962		Renouvellement 2	01/10/1971	1941	Non réélu	
59242H	M.	Poudonson	Roger	ANCIEN	3699	26/09/1965	02/10/1965		Election	09/07/1974		Membre Gouvernement	
59242H	M.	Poudonson	Roger	ANCIEN	3701	22/09/1974	02/10/1974		Election	02/10/1983		Fin de mandat	
59242H	M.	Poudonson	Roger	ANCIEN	3702	25/09/1983	03/10/1983		Renouvellement	01/10/1992		Ne se représente pas	
000470	M.	Pouille	Richard	ANCIEN	3704	22/09/1974	02/10/1974		Election	02/10/1983		Fin de mandat	
000470	M.	Pouille	Richard	ANCIEN	3705	25/09/1983	03/10/1983		Renouvellement	01/10/1992		Ne se représente pas	
88002E	M.	Pourchet	Jean	ANCIEN	474		31/03/1988		Remplace	01/10/1989		Fin de mandat	En remplacement de M. Edgar FAURE, décédé
88002E	M.	Pourchet	Jean	ANCIEN	475	24/09/1989	02/10/1989		Renouvellement 1	30/09/1998		Non réélu	
86043F	M.	Pourny	André	ANCIEN	476	28/09/1986	02/10/1986		Election	01/10/1995		Fin de mandat	
86043F	M.	Pourny	André	ANCIEN	477	24/09/1995	02/10/1995		Renouvellement 1	30/09/2004		Ne se représente pas	
95058P	Mme	Pourtaud	Danièle	ANCIEN	478	24/09/1995	02/10/1995		Election	30/09/2004		Ne se représente pas	
08029X	M.	Povinelli	Roland	ANCIEN	11596	21/09/2008	01/10/2008		Election	30/09/2014		Non réélu	
16813M	M.	Poyart	Alain	ANCIEN	22530		15/06/2017		Remplace	01/10/2017		Ne se représente pas	en remplacement de Mme Béatrice Descamps, démissionnaire
04080J	M.	Pozzo di Borgo	Yves	ANCIEN	10963	26/09/2004	01/10/2004		Election	30/09/2011		Fin de mandat	
04080J	M.	Pozzo di Borgo	Yves	ANCIEN	12722	25/09/2011	01/10/2011		Renouvellement 1	01/10/2017		Non réélu	
88010E	M.	Pradille	Claude	ANCIEN	3707	04/09/1988	04/09/1988		Election	01/10/1989		Fin de mandat	
88010E	M.	Pradille	Claude	ANCIEN	3708	24/09/1989	02/10/1989		Renouvellement 1	11/09/1997		Dech. par CC	
000772	M.	Prelot	Marcel	ANCIEN	5670	26/04/1959	28/04/1959		Election	01/10/1962		Fin de mandat	
000772	M.	Prelot	Marcel	ANCIEN	5671	23/09/1962	02/10/1962		Renouvellement	01/10/1971		Ne se représente pas	
000741	M.	Pretre	Henri	ANCIEN	5674		08/06/1958		Election	27/04/1959		Fin de mandat	
000741	M.	Pretre	Henri	ANCIEN	5675	26/04/1959	28/04/1959		Renouvellement 1	01/10/1968		Fin de mandat	
000741	M.	Pretre	Henri	ANCIEN	5676	22/09/1968	02/10/1968		Renouvellement 2	02/10/1977		Ne se représente pas	
19503N	Mme	Préville	Angèle	ACTIF	51278	24/09/2017	02/10/2017		Election			En Cours	
000202	M.	Prevoteau	Maurice	ANCIEN	3710	22/09/1974	02/10/1974		Election	02/10/1983		Ne se représente pas	
000275	M.	Prigent	François	ANCIEN	3713		30/08/1978		Remplace	01/10/1980		Non réélu	En remplacement de M. André COLIN, décédé.
11090Q	Mme	Primas	Sophie	ACTIF	12566	25/09/2011	01/10/2011		Election	01/10/2017		Fin de mandat	
11090Q	Mme	Primas	Sophie	ACTIF	51229	24/09/2017	02/10/2017		Renouvellement			En Cours	
19739H	M.	Prince	Jean-Paul	ACTIF	51500		03/11/2017		Remplace			En Cours	en remplacement de Mme Jacqueline Gourault, membre du Gouvernement
96007G	Mme	Printz	Gisèle	ANCIEN	479		10/09/1996		Remplace	30/09/2001		Fin de mandat	En remplacement de Charles Metzinger, décédé
96007G	Mme	Printz	Gisèle	ANCIEN	6528	23/09/2001	01/10/2001		Renouvellement 1	30/09/2011		Fin de mandat	
96007G	Mme	Printz	Gisèle	ANCIEN	12600	25/09/2011	01/10/2011		Renouvellement 2	31/08/2014		Démissionnaire	
17583W	M.	Priou	Christophe	ACTIF	51099	24/09/2017	02/10/2017		Election			En Cours	
04043D	Mme	Procaccia	Catherine	ACTIF	10815	26/09/2004	01/10/2004		Election	30/09/2011		Fin de mandat	
04043D	Mme	Procaccia	Catherine	ACTIF	12753	25/09/2011	01/10/2011		Renouvellement 1	01/10/2017		Fin de mandat	
04043D	Mme	Procaccia	Catherine	ACTIF	51196	24/09/2017	02/10/2017		Renouvellement 2			En Cours	
000639	M.	Proriol	Jean	ANCIEN	3716	22/09/1974	02/10/1974		Election	12/03/1978		Élu député	
000752	M.	Prost	Pierre	ANCIEN	5679		16/05/1967		Remplace	01/10/1968		Fin de mandat	En remplacement de M. Jacques RICHARD, élu député.
000752	M.	Prost	Pierre	ANCIEN	5680	22/09/1968	02/10/1968		Renouvellement	02/10/1977		Ne se représente pas	
59244K	M.	Prouvoyeur	Claude	ANCIEN	3718	25/09/1983	03/10/1983		Election	01/10/1992		Non réélu	
000085	M.	Provo	Victor	ANCIEN	3720	22/09/1974	02/10/1974		Election	30/09/1977		Démissionnaire	
14235Q	Mme	Prunaud	Christine	ACTIF	14181	28/09/2014	01/10/2014		Election			En Cours	
80035E	M.	Puech	Jean	ANCIEN	480	28/09/1980	02/10/1980		Election	01/10/1989		Fin de mandat	
80035E	M.	Puech	Jean	ANCIEN	481	24/09/1989	02/10/1989		Renouvellement 1	29/04/1993		Membre Gouvernement	
80035E	M.	Puech	Jean	ANCIEN	483		07/01/1996		Réélection	30/09/1998		Fin de mandat	
80035E	M.	Puech	Jean	ANCIEN	5020	27/09/1998	01/10/1998		Election	30/09/2008		Non réélu	
19679N	Mme	Puissat	Frédérique	ACTIF	51153	24/09/2017	02/10/2017		Election			En Cours	
74041P	M.	Quilliot	Roger	ANCIEN	9752	22/09/1974	02/10/1974		Election	23/07/1981		Membre Gouvernement	
74041P	M.	Quilliot	Roger	ANCIEN	9753	27/09/1981	27/09/1981		Election	27/10/1981		Membre Gouvernement	
74041P	M.	Quilliot	Roger	ANCIEN	9754	25/09/1983	03/10/1983		Election	02/04/1986		Élu député	
74041P	M.	Quilliot	Roger	ANCIEN	9755	28/09/1986	02/10/1986		Election	01/10/1992		Fin de mandat	
74041P	M.	Quilliot	Roger	ANCIEN	9756		27/09/1992		Renouvellement 1	14/07/1998		Démissionnaire	
58918B	M.	Rabineau	André	ANCIEN	3723		09/05/1972		Remplace	01/10/1980		Fin de mandat	En remplacement de M. Jean NEGRE, décédé
58918B	M.	Rabineau	André	ANCIEN	3724	28/09/1980	02/10/1980		Renouvellement	01/10/1989		Ne se représente pas	
000743	M.	Rabouin	Etienne	ANCIEN	5684		19/06/1955		Renouvellement	27/04/1959		Fin de mandat	
000743	M.	Rabouin	Etienne	ANCIEN	5685	26/04/1959	28/04/1959		Renouvellement 2	01/10/1965		Ne se représente pas	
14247U	M.	Rachline	David	ANCIEN	14238	28/09/2014	01/10/2014		Election	30/09/2017		Démissionnaire	
95059Q	M.	Raffarin	Jean-Pierre	ANCIEN	484	24/09/1995	02/10/1995		Election	31/10/1995		Membre Gouvernement	
95059Q	M.	Raffarin	Jean-Pierre	ANCIEN	486		21/09/1997		Election	06/06/2002		Premier ministre	
95059Q	M.	Raffarin	Jean-Pierre	ANCIEN	10775	26/09/2004	01/10/2004		Election	01/11/2004		Premier ministre	
95059Q	M.	Raffarin	Jean-Pierre	ANCIEN	11174	18/09/2005	19/09/2005		Election	30/09/2014		Fin de mandat	
95059Q	M.	Raffarin	Jean-Pierre	ANCIEN	14055	28/09/2014	01/10/2014		Renouvellement	04/10/2017		Démissionnaire	
19443T	Mme	Raimond-Pavero	Isabelle	ACTIF	51102	24/09/2017	02/10/2017		Election			En Cours	
06005F	M.	Rainaud	Marcel	ANCIEN	11200		12/08/2006		Remplace	30/09/2008		Fin de mandat	En remplacement de Raymond Courrière, décédé
06005F	M.	Rainaud	Marcel	ANCIEN	11482	21/09/2008	01/10/2008		Renouvellement 1	30/09/2014		Ne se représente pas	
14135M	M.	Raison	Michel	ACTIF	14066	28/09/2014	01/10/2014		Election			En Cours	
95060H	M.	Ralite	Jack	ANCIEN	489	24/09/1995	02/10/1995		Election	30/09/2004		Fin de mandat	
95060H	M.	Ralite	Jack	ANCIEN	10968	26/09/2004	01/10/2004		Renouvellement 1	30/09/2011		Ne se représente pas	
59245L	M.	Ramassamy	Albert	ANCIEN	3730	25/09/1983	03/10/1983		Election	01/10/1992		Non réélu	
19349W	M.	Rambaud	Didier	ACTIF	51151	24/09/2017	02/10/2017		Election			En Cours	
19794Q	Mme	Ramond	Françoise	ACTIF	51652		31/12/2018		Remplace			En Cours	en remplacement de M. Gérard Cornu, démissionnaire de son mandat
01016M	M.	Raoul	Daniel	ANCIEN	6393	23/09/2001	01/10/2001		Election	30/09/2011		Fin de mandat	
01016M	M.	Raoul	Daniel	ANCIEN	12612	25/09/2011	01/10/2011		Renouvellement 1	01/10/2017		Ne se représente pas	
92042S	M.	Raoult	Paul	ANCIEN	490	27/09/1992	02/10/1992		Election	30/09/2001		Fin de mandat	
92042S	M.	Raoult	Paul	ANCIEN	6468	23/09/2001	01/10/2001		Renouvellement 1	30/09/2011		Non réélu	
14331P	M.	Rapin	Jean-François	ACTIF	15278		12/01/2016		Remplace	01/10/2017		Fin de mandat	en remplacement de Mme Natacha Bouchart, démissionnaire de son mandat de sénateur
14331P	M.	Rapin	Jean-François	ACTIF	51158	24/09/2017	02/10/2017		Renouvellement			En Cours	
58926B	Mlle	Rapuzzi	Irma	ANCIEN	3733	26/04/1959	28/04/1959		Renouvellement 1	01/10/1962		Fin de mandat	
58926B	Mlle	Rapuzzi	Irma	ANCIEN	3734	23/09/1962	02/10/1962		Renouvellement 2	01/10/1971		Fin de mandat	
58926B	Mlle	Rapuzzi	Irma	ANCIEN	3735	26/09/1971	02/10/1971		Renouvellement 3	01/10/1980		Fin de mandat	
58926B	Mlle	Rapuzzi	Irma	ANCIEN	3736	28/09/1980	02/10/1980		Renouvellement	01/10/1989		Ne se représente pas	
000007	M.	Rastoin	Jacques	ANCIEN	3738		11/03/1966		Remplace	01/10/1971		Non réélu	En remplacement de M. Vincent DELPUECH, décédé
19269X	Mme	Rauscent	Noëlle	ACTIF	43669		22/07/2017		Remplace			En Cours	en remplacement de M. Jean-Baptiste Lemoyne, devenu membre du Gouvernement
74042Q	M.	Rausch	Jean-Marie	ANCIEN	491	22/09/1974	02/10/1974		Election	02/10/1983		Fin de mandat	
74042Q	M.	Rausch	Jean-Marie	ANCIEN	492	25/09/1983	03/10/1983		Renouvellement 1	27/07/1988		Membre Gouvernement	
74042Q	M.	Rausch	Jean-Marie	ANCIEN	494	27/09/1992	02/10/1992		Election	30/09/2001		Ne se représente pas	
14055N	M.	Ravier	Stéphane	ACTIF	14206	28/09/2014	01/10/2014		Election			En Cours	
000104	M.	Raybaud	Joseph	ANCIEN	3741		19/06/1955		Election	27/04/1959		Fin de mandat	
000104	M.	Raybaud	Joseph	ANCIEN	3742	26/04/1959	28/04/1959		Renouvellement 1	01/10/1962		Fin de mandat	
000104	M.	Raybaud	Joseph	ANCIEN	3743	23/09/1962	02/10/1962		Renouvellement 2	01/10/1971		Fin de mandat	
000104	M.	Raybaud	Joseph	ANCIEN	3744	26/09/1971	02/10/1971		Renouvellement 3	01/10/1980		Fin de mandat	
000104	M.	Raybaud	Joseph	ANCIEN	3745	28/09/1980	02/10/1980		Renouvellement	01/10/1989		Ne se représente pas	
14225N	M.	Raynal	Claude	ACTIF	14157	28/09/2014	01/10/2014		Election			En Cours	
08070Y	M.	Rebsamen	François	ANCIEN	11775	21/09/2008	01/10/2008		Election	02/05/2014		Membre Gouvernement	
19766L	M.	Regnard	Damien	ACTIF	51629		28/07/2018		Remplace			En Cours	en remplacement de M. Jean-Pierre Bansard, dont l'élection a été annulée par le Conseil constitutionnel
80036F	M.	Régnault	René	ANCIEN	495	28/09/1980	02/10/1980		Election	01/10/1989		Fin de mandat	
80036F	M.	Régnault	René	ANCIEN	496		02/10/1989		Renouvellement 1	30/09/1998		Non réélu	
10015M	M.	Reichardt	André	ACTIF	12053	15/12/2010	15/12/2010		Remplace	30/09/2014		Fin de mandat	en remplacement de M. Philippe RICHERT, nommé membre du Gouvernement
10015M	M.	Reichardt	André	ACTIF	14164	28/09/2014	01/10/2014		Renouvellement			En Cours	
01014K	M.	Reiner	Daniel	ANCIEN	6388	23/09/2001	01/10/2001		Election	30/09/2011		Fin de mandat	
